Rank,College,G,3B,PG
1,Boston U. ,59,32,0.54
2,Oakland ,50,24,0.48
3,Syracuse ,50,21,0.42
4,Memphis ,58,21,0.36
5,Northern Ill. ,56,20,0.36
6,Southeast Mo. St. ,53,18,0.34
7,Southeastern La. ,59,20,0.34
8,Central Mich. ,48,16,0.33
8,Monmouth ,48,16,0.33
10,Texas Tech ,59,19,0.32
11,California ,56,18,0.32
11,Lamar University ,56,18,0.32
13,Liberty ,63,20,0.32
14,Fresno St. ,54,17,0.31
15,Mississippi St. ,61,19,0.31
16,Stanford ,55,17,0.31
17,Missouri St. ,52,16,0.31
18,Florida St. ,70,21,0.30
18,Colorado St. ,50,15,0.30
18,Columbia ,40,12,0.30
21,Ohio ,57,17,0.30
22,George Washington ,54,16,0.30
23,Gardner-Webb ,58,17,0.29
24,Illinois ,55,16,0.29
25,Hampton ,52,15,0.29
26,North Dakota ,53,15,0.28
27,Ark.-Pine Bluff ,46,13,0.28
28,Buffalo ,47,13,0.28
29,Bucknell ,51,14,0.27
30,UC Riverside ,62,17,0.27
31,Butler ,48,13,0.27
32,Georgia ,61,16,0.26
33,St. Bonaventure ,42,11,0.26
34,Rider ,50,13,0.26
35,Western Ky. ,54,14,0.26
36,SFA ,55,14,0.25
37,Texas St. ,59,15,0.25
37,Tulsa ,59,15,0.25
39,UMKC ,56,14,0.25
39,Utah St. ,52,13,0.25
39,Kent St. ,52,13,0.25
42,Boston College ,53,13,0.25
42,New Mexico St. ,53,13,0.25
44,Morgan St. ,45,11,0.24
45,Alabama St. ,54,13,0.24
46,Grand Canyon ,59,14,0.24
47,Quinnipiac ,51,12,0.24
48,Baylor ,56,13,0.23
48,FGCU ,56,13,0.23
50,UCLA ,65,15,0.23
50,Murray St. ,52,12,0.23
50,Brown ,39,9,0.23
50,Elon ,52,12,0.23
54,Western Ill. ,48,11,0.23
55,Jackson St. ,40,9,0.23
56,IUPUI ,49,11,0.22
57,Savannah St. ,36,8,0.22
57,UTEP ,54,12,0.22
57,Army West Point ,54,12,0.22
57,Longwood ,54,12,0.22
61,Harvard ,41,9,0.22
62,Nicholls St. ,55,12,0.22
63,Green Bay ,46,10,0.22
64,Northern Colo. ,56,12,0.21
65,Arizona St. ,61,13,0.21
66,Ohio St. ,52,11,0.21
67,Northwestern ,57,12,0.21
68,Iowa ,53,11,0.21
69,Auburn ,58,12,0.21
70,CSU Bakersfield ,44,9,0.20
71,Saint Mary's ,49,10,0.20
72,Cal Poly ,50,10,0.20
72,Hofstra ,55,11,0.20
72,Southern Miss. ,55,11,0.20
72,Mississippi Val. ,45,9,0.20
72,South Dakota St. ,55,11,0.20
77,Alabama ,56,11,0.20
77,UCF ,56,11,0.20
79,Youngstown St. ,51,10,0.20
80,Florida ,67,13,0.19
81,Washington ,62,12,0.19
82,Bethune-Cookman ,57,11,0.19
83,North Texas ,52,10,0.19
83,Portland St. ,52,10,0.19
85,Southern Utah ,47,9,0.19
86,Minnesota ,58,11,0.19
87,Penn ,37,7,0.19
88,Northwestern St. ,53,10,0.19
89,Arkansas ,59,11,0.19
90,Fairleigh Dickinson ,43,8,0.19
90,UMBC ,43,8,0.19
92,UIC ,54,10,0.19
93,Alcorn ,49,9,0.18
93,Massachusetts ,49,9,0.18
95,Wichita St. ,55,10,0.18
95,Maryland ,55,10,0.18
97,Loyola Chicago ,50,9,0.18
98,Princeton ,39,7,0.18
99,Furman ,56,10,0.18
99,Iowa St. ,56,10,0.18
99,Kentucky ,56,10,0.18
102,Sam Houston St. ,57,10,0.18
103,SIUE ,46,8,0.17
104,Saint Francis ,58,10,0.17
105,Maine ,47,8,0.17
106,Villanova ,53,9,0.17
106,Virginia ,53,9,0.17
108,Houston ,59,10,0.17
108,UAB ,59,10,0.17
110,Georgia Tech ,54,9,0.17
110,South Carolina ,66,11,0.17
110,Albany ,48,8,0.17
110,USC Upstate ,54,9,0.17
110,Cal St. Fullerton ,60,10,0.17
115,Saint Joseph's ,49,8,0.16
115,Miami ,49,8,0.16
117,Alabama A&M ,43,7,0.16
117,Texas Southern ,43,7,0.16
119,McNeese ,62,10,0.16
120,North Carolina ,56,9,0.16
120,Indiana ,56,9,0.16
120,Fordham ,56,9,0.16
120,Kennesaw St. ,56,9,0.16
120,Duke ,56,9,0.16
120,Boise St. ,56,9,0.16
126,Utah ,50,8,0.16
126,Rutgers ,50,8,0.16
128,Ole Miss ,57,9,0.16
128,Louisiana Tech ,57,9,0.16
128,Long Beach St. ,57,9,0.16
131,Stetson ,51,8,0.16
131,Valparaiso ,51,8,0.16
133,Holy Cross ,45,7,0.16
134,UT Arlington ,58,9,0.16
135,Grambling ,39,6,0.15
135,Georgetown ,52,8,0.15
135,San Diego ,52,8,0.15
135,Bowling Green ,52,8,0.15
135,Michigan St. ,52,8,0.15
140,Iona ,46,7,0.15
141,Virginia Tech ,53,8,0.15
141,Louisville ,53,8,0.15
143,Jacksonville St. ,60,9,0.15
144,Canisius ,47,7,0.15
145,UC Santa Barbara ,54,8,0.15
146,Delaware St. ,48,7,0.15
147,Montana ,55,8,0.15
147,South Dakota ,55,8,0.15
147,Radford ,55,8,0.15
147,Marshall ,55,8,0.15
151,Dayton ,56,8,0.14
151,Central Conn. St. ,49,7,0.14
151,Seattle U ,56,8,0.14
151,South Alabama ,56,8,0.14
151,Charleston So. ,56,8,0.14
151,San Jose St. ,49,7,0.14
157,UT Martin ,57,8,0.14
157,Notre Dame ,57,8,0.14
157,Michigan ,57,8,0.14
157,Samford ,57,8,0.14
161,Prairie View ,43,6,0.14
161,Creighton ,43,6,0.14
163,BYU ,58,8,0.14
164,Sacramento St. ,51,7,0.14
165,N.C. A&T ,44,6,0.14
166,Utah Valley ,52,7,0.13
167,Providence ,45,6,0.13
167,Bryant ,45,6,0.13
169,New Mexico ,53,7,0.13
169,Fairfield ,53,7,0.13
169,La.-Monroe ,53,7,0.13
172,Towson ,61,8,0.13
172,Oklahoma St. ,61,8,0.13
174,NC State ,54,7,0.13
174,Weber St. ,54,7,0.13
174,Indiana St. ,54,7,0.13
177,Tennessee ,62,8,0.13
177,Texas A&M ,62,8,0.13
179,Oregon ,63,8,0.13
180,Eastern Ill. ,56,7,0.13
180,Dartmouth ,40,5,0.13
180,Cornell ,40,5,0.13
180,Yale ,40,5,0.13
180,Southern U. ,40,5,0.13
185,Delaware ,49,6,0.12
186,Toledo ,58,7,0.12
187,George Mason ,50,6,0.12
187,Belmont ,50,6,0.12
187,Charlotte ,50,6,0.12
190,Hartford ,42,5,0.12
190,Binghamton ,42,5,0.12
192,Marist ,59,7,0.12
192,CSUN ,59,7,0.12
192,Arizona ,59,7,0.12
195,Colgate ,43,5,0.12
196,DePaul ,52,6,0.12
197,Middle Tenn. ,61,7,0.11
198,UNLV ,53,6,0.11
199,Oklahoma ,62,7,0.11
199,South Fla. ,62,7,0.11
201,Nebraska ,54,6,0.11
201,Coastal Caro. ,54,6,0.11
201,Western Mich. ,54,6,0.11
204,Georgia St. ,55,6,0.11
205,Robert Morris ,46,5,0.11
206,Central Ark. ,56,6,0.11
207,Stony Brook ,47,5,0.11
207,Pacific ,47,5,0.11
209,Louisiana ,57,6,0.11
209,Saint Louis ,57,6,0.11
209,Drake ,57,6,0.11
212,Col. of Charleston ,58,6,0.10
213,UNCW ,49,5,0.10
213,UMass Lowell ,49,5,0.10
215,Coppin St. ,40,4,0.10
216,UC Davis ,51,5,0.10
216,Omaha ,51,5,0.10
216,LIU Brooklyn ,51,5,0.10
216,Lehigh ,51,5,0.10
220,LSU ,62,6,0.10
221,Florida A&M ,52,5,0.10
221,UNI ,52,5,0.10
223,Wright St. ,53,5,0.09
223,Manhattan ,53,5,0.09
225,Houston Baptist ,43,4,0.09
226,North Florida ,54,5,0.09
226,Purdue Fort Wayne ,54,5,0.09
228,FIU ,55,5,0.09
229,Ball St. ,56,5,0.09
230,Northern Ky. ,46,4,0.09
231,Oregon St. ,58,5,0.09
231,Austin Peay ,58,5,0.09
233,Rhode Island ,47,4,0.09
234,Abilene Christian ,49,4,0.08
234,Lafayette ,49,4,0.08
234,Cleveland St. ,49,4,0.08
234,Evansville ,49,4,0.08
234,Niagara ,49,4,0.08
239,Lipscomb ,50,4,0.08
239,Norfolk St. ,50,4,0.08
239,St. John's ,50,4,0.08
239,Penn St. ,50,4,0.08
239,Eastern Mich. ,50,4,0.08
244,Appalachian St. ,52,4,0.08
244,Kansas ,52,4,0.08
244,Pittsburgh ,52,4,0.08
247,Eastern Ky. ,66,5,0.08
248,Southern Ill. ,53,4,0.08
248,Ga. Southern ,53,4,0.08
250,Chattanooga ,56,4,0.07
250,Fla. Atlantic ,56,4,0.07
250,Sacred Heart ,56,4,0.07
250,Purdue ,56,4,0.07
254,Mount St. Mary's ,44,3,0.07
255,Texas ,59,4,0.07
255,UNC Greensboro ,59,4,0.07
257,Howard ,45,3,0.07
257,Troy ,60,4,0.07
259,N.C. Central ,46,3,0.07
259,Santa Clara ,46,3,0.07
261,Idaho St. ,47,3,0.06
262,Saint Peter's ,48,3,0.06
263,Incarnate Word ,49,3,0.06
264,Bradley ,50,3,0.06
264,Hawaii ,50,3,0.06
266,San Diego St. ,51,3,0.06
267,Wisconsin ,52,3,0.06
267,Mercer ,52,3,0.06
267,Western Caro. ,52,3,0.06
267,Tennessee St. ,52,3,0.06
267,Drexel ,52,3,0.06
272,Illinois St. ,54,3,0.06
272,Nevada ,54,3,0.06
274,Campbell ,56,3,0.05
275,James Madison ,57,3,0.05
276,UMES ,39,2,0.05
277,Missouri ,59,3,0.05
277,Loyola Marymount ,59,3,0.05
279,Siena ,44,2,0.05
279,Detroit Mercy ,44,2,0.05
281,Presbyterian ,46,2,0.04
282,UTSA ,50,2,0.04
283,Morehead St. ,51,2,0.04
284,Seton Hall ,54,2,0.04
285,East Carolina ,55,2,0.04
286,Jacksonville ,56,2,0.04
287,South Carolina St. ,33,1,0.03
288,Wagner ,43,1,0.02
289,ETSU ,46,1,0.02
289,La Salle ,46,1,0.02
291,Akron ,48,1,0.02
292,Winthrop ,49,1,0.02
292,Tennessee Tech ,49,1,0.02
294,A&M-Corpus Christi ,52,1,0.02
295,North Dakota St. ,53,1,0.02
