Ranking,College,Conference,Record,Road,Neutral,Home,Non-Div-I
1,Florida,Southeastern,55-12-0,12-4-0,20-1-0,23-7-0,0-0-0
2,Alabama,Southeastern,53-13-0,13-6-0,12-4-0,28-3-0,0-0-0
3,Oregon,Pac-12,56-9-1,14-2-0,23-5-0,19-2-1,0-0-0
4,Georgia,Southeastern,49-15-0,6-7-0,6-1-0,37-7-0,0-0-0
5,UCLA,Pac-12,52-8-0,13-4-0,8-0-0,31-4-0,0-0-0
6,Oklahoma,Big 12,51-13-0,8-5-0,11-5-0,32-3-0,0-0-0
7,La.-Lafayette,Sun Belt,49-10-1,14-0-0,8-4-0,27-6-1,0-0-0
8,Florida St.,Atlantic Coast,55-9-0,15-3-0,13-4-0,27-2-0,0-0-0
9,Baylor,Big 12,49-16-0,15-4-0,17-5-0,17-7-0,0-0-0
10,Kentucky,Southeastern,50-19-0,17-6-0,13-5-0,20-8-0,0-0-0
11,Michigan,Big Ten,47-15-0,17-7-0,18-5-0,12-3-0,0-0-0
12,Tennessee,Southeastern,46-12-0,12-7-0,12-2-0,22-3-0,0-0-0
13,Arizona St.,Pac-12,46-12-1,6-4-1,5-0-0,35-8-0,0-0-0
14,Arizona,Pac-12,44-16-0,7-10-0,6-3-0,31-3-0,0-0-0
15,Washington,Pac-12,37-15-0,11-5-0,19-4-0,7-6-0,0-0-0
16,Missouri,Southeastern,43-18-0,10-7-0,13-4-0,20-7-0,0-0-0
17,Minnesota,Big Ten,44-12-0,13-7-0,19-2-0,12-3-0,0-0-0
18,Auburn,Southeastern,42-19-1,7-9-1,7-3-0,28-7-0,0-0-0
19,LSU,Southeastern,38-24-0,12-11-0,7-2-0,19-11-0,0-0-0
20,South Ala.,Sun Belt,42-14-0,11-8-0,15-4-0,16-2-0,0-0-0
21,Nebraska,Big Ten,44-18-0,18-6-0,13-9-0,13-3-0,0-0-0
22,Texas A&M,Southeastern,37-22-0,10-10-0,8-2-0,19-10-0,0-0-0
23,Tulsa,Conference USA,53-9-0,17-8-0,15-0-0,21-1-0,0-0-0
24,James Madison,Colonial,45-15-0,12-7-0,16-6-0,17-2-0,0-0-0
25,Notre Dame,Atlantic Coast,41-13-0,10-7-0,18-4-0,13-2-0,0-0-0
26,Texas,Big 12,35-23-0,11-4-0,6-9-0,18-10-0,0-0-0
27,DePaul,Big East,44-11-0,13-6-0,16-5-0,15-0-0,0-0-0
28,UCF,AAC,43-18-0,8-5-0,5-4-0,30-9-0,0-0-0
29,USC Upstate,Atlantic Sun,46-9-0,21-6-0,1-3-0,24-0-0,0-0-0
30,South Fla.,AAC,43-17-0,7-3-0,9-2-0,27-12-0,0-0-0
31,North Carolina St.,Atlantic Coast,36-18-0,8-9-0,6-6-0,22-3-0,0-0-0
32,Wisconsin,Big Ten,36-20-0,11-9-0,13-8-0,12-3-0,0-0-0
33,Lipscomb,Atlantic Sun,41-15-0,12-8-0,9-3-0,20-4-0,0-0-0
34,South Carolina,Southeastern,36-22-0,6-9-0,3-5-0,27-8-0,0-0-0
35,Stetson,Atlantic Sun,39-14-0,11-5-0,6-3-0,22-6-0,0-0-0
36,Mississippi St.,Southeastern,39-21-0,10-10-0,9-4-0,20-7-0,0-0-0
37,Kansas,Big 12,34-23-0,8-12-0,16-7-0,10-4-0,0-0-0
38,Hofstra,Colonial,34-15-0,8-7-0,11-6-0,15-2-0,0-0-0
39,Northwestern,Big Ten,35-18-0,7-9-0,17-5-0,11-4-0,0-0-0
40,UAB,Conference USA,32-27-0,12-13-0,6-7-0,14-7-0,0-0-0
41,North Dakota St.,Summit,36-18-0,14-7-0,14-8-0,8-3-0,0-0-0
42,Mercer,Atlantic Sun,37-19-0,10-12-0,10-2-0,17-5-0,0-0-0
43,San Diego St.,Mountain West,40-19-0,7-7-0,11-6-0,22-6-0,0-0-0
44,Long Beach St.,Big West,39-19-0,12-4-0,15-8-0,12-7-0,0-0-0
45,Virginia Tech,Atlantic Coast,36-23-0,10-13-0,10-5-0,16-5-0,0-0-0
46,McNeese St.,Southland,40-17-0,14-7-0,9-7-0,15-2-0,2-1-0
47,Houston,AAC,33-23-0,9-6-0,4-7-0,20-10-0,0-0-0
48,Louisville,AAC,36-22-0,9-9-0,6-6-0,21-7-0,0-0-0
49,Stanford,Pac-12,30-25-0,5-11-0,11-4-0,14-10-0,0-0-0
50,Col. of Charleston,Colonial,40-16-0,11-6-0,9-5-0,20-5-0,0-0-0
51,FIU,Conference USA,33-20-0,10-10-0,2-3-0,21-7-0,0-0-0
52,Texas Tech,Big 12,35-19-0,6-7-0,12-6-0,16-6-0,1-0-0
53,Cal St. Fullerton,Big West,33-21-1,7-4-1,4-4-0,22-13-0,0-0-0
54,IPFW,Summit,40-15-0,15-8-0,16-5-0,9-2-0,0-0-0
55,Coastal Caro.,Big South,41-15-0,9-5-0,1-2-0,31-8-0,0-0-0
56,UC Santa Barbara,Big West,34-20-0,12-11-0,13-3-0,9-6-0,0-0-0
57,Fordham,Atlantic 10,36-20-0,9-5-0,11-14-0,16-1-0,0-0-0
58,Oklahoma St.,Big 12,26-28-0,4-15-0,10-4-0,12-9-0,0-0-0
59,Fresno St.,Mountain West,31-21-0,7-10-0,7-6-0,17-5-0,0-0-0
60,Ga. Southern,Southern,35-21-0,8-14-0,10-3-0,17-4-0,0-0-0
61,Longwood,Big South,40-16-0,9-8-0,5-3-0,26-5-0,0-0-0
62,Illinois St.,Missouri Valley,25-28-0,9-7-0,9-14-0,7-7-0,0-0-0
63,Utah,Pac-12,31-24-0,5-11-0,8-6-0,18-7-0,0-0-0
64,Georgia St.,Sun Belt,30-26-0,11-12-0,6-4-0,13-10-0,0-0-0
65,Illinois,Big Ten,24-26-0,6-10-0,13-6-0,5-10-0,0-0-0
66,Ohio St.,Big Ten,30-25-0,4-12-0,14-11-0,12-2-0,0-0-0
67,California,Pac-12,23-29-0,6-10-0,11-8-0,6-11-0,0-0-0
68,Kent St.,Mid-American,25-20-0,7-7-0,13-8-0,5-5-0,0-0-0
69,Omaha,Summit,33-16-0,12-4-0,13-7-0,8-5-0,0-0-0
70,Cal Poly,Big West,33-19-0,9-4-0,10-9-0,14-6-0,0-0-0
71,BYU,West Coast,34-23-0,8-5-0,10-16-0,16-2-0,0-0-0
72,Chattanooga,Southern,34-21-0,6-7-0,11-12-0,17-2-0,0-0-0
73,Purdue,Big Ten,27-28-1,7-9-1,12-12-0,8-7-0,0-0-0
74,Oregon St.,Pac-12,18-31-0,5-13-0,8-10-0,5-8-0,0-0-0
75,North Texas,Conference USA,31-22-0,11-10-0,2-2-0,17-10-0,1-0-0
76,Ball St.,Mid-American,33-19-0,8-11-0,16-5-0,9-3-0,0-0-0
77,Arkansas,Southeastern,27-28-0,6-11-0,6-3-0,15-14-0,0-0-0
78,Colorado St.,Mountain West,32-17-0,5-9-0,12-3-0,15-5-0,0-0-0
79,San Jose St.,Mountain West,30-24-0,8-8-0,13-10-0,9-6-0,0-0-0
80,Western Ky.,Sun Belt,33-24-1,13-8-0,9-4-1,11-12-0,0-0-0
81,Boise St.,Mountain West,30-22-0,8-6-0,6-10-0,16-6-0,0-0-0
82,North Carolina,Atlantic Coast,24-26-0,12-11-0,5-4-0,7-11-0,0-0-0
83,Boston College,Atlantic Coast,30-23-0,8-14-0,12-7-0,10-2-0,0-0-0
84,SIU Edwardsville,OVC,30-23-0,10-10-0,8-10-0,12-3-0,0-0-0
85,Wichita St.,Missouri Valley,34-21-0,16-7-0,4-7-0,14-7-0,0-0-0
86,North Florida,Atlantic Sun,26-23-0,8-11-0,7-1-0,11-11-0,0-0-0
87,Rutgers,AAC,28-19-0,10-10-0,10-7-0,8-2-0,0-0-0
88,Albany (NY),America East,34-13-0,14-5-0,11-7-0,9-1-0,0-0-0
89,Georgia Tech,Atlantic Coast,23-24-0,4-9-0,0-1-0,19-14-0,0-0-0
90,FGCU,Atlantic Sun,33-26-1,6-10-0,3-5-1,24-11-0,0-0-0
91,UNLV,Mountain West,26-28-0,6-8-0,7-5-0,13-15-0,0-0-0
92,East Carolina,Conference USA,28-20-0,6-9-0,6-5-0,16-6-0,0-0-0
93,Furman,Southern,29-26-0,7-17-0,8-4-0,14-5-0,0-0-0
94,Eastern Ill.,OVC,38-17-0,15-9-0,13-5-0,10-3-0,0-0-0
95,Ohio,Mid-American,32-26-0,7-14-0,17-9-0,8-3-0,0-0-0
96,Troy,Sun Belt,22-30-2,5-15-0,10-6-1,7-9-1,0-0-0
97,UNI,Missouri Valley,28-20-0,9-10-0,11-6-0,8-4-0,0-0-0
98,Jacksonville St.,OVC,40-15-0,16-9-0,9-0-0,15-6-0,0-0-0
99,Stony Brook,America East,34-18-0,12-10-0,4-5-0,18-3-0,0-0-0
100,Syracuse,Atlantic Coast,24-25-0,13-12-0,5-9-0,6-4-0,0-0-0
101,Jacksonville,Atlantic Sun,20-29-0,3-13-0,3-2-0,14-14-0,0-0-0
102,Cal St. Northridge,Big West,31-26-0,9-6-0,8-8-0,14-12-0,0-0-0
103,Ole Miss,Southeastern,22-31-0,5-17-0,5-4-0,12-10-0,0-0-0
104,Bryant,Northeast,32-22-0,8-9-0,9-8-0,15-5-0,0-0-0
105,Fla. Atlantic,Conference USA,33-22-0,8-7-0,5-1-0,20-14-0,0-0-0
106,San Diego,West Coast,26-21-0,7-3-0,4-8-0,15-10-0,0-0-0
107,Hawaii,Big West,22-28-0,6-7-0,5-2-0,11-19-0,0-0-0
108,Winthrop,Big South,27-26-0,7-10-0,4-8-0,16-8-0,0-0-0
109,Samford,Southern,38-18-0,13-11-0,10-3-0,15-4-0,0-0-0
110,Texas St.,Sun Belt,26-30-0,3-16-0,6-6-0,16-8-0,1-0-0
111,Murray St.,OVC,32-23-0,11-9-0,11-8-0,10-6-0,0-0-0
112,Green Bay,Horizon,27-14-0,6-7-0,12-5-0,7-2-0,2-0-0
113,Iowa,Big Ten,16-30-1,7-14-1,4-6-0,5-10-0,0-0-0
114,South Dakota,Summit,29-22-0,7-10-0,18-7-0,4-5-0,0-0-0
115,Southern Ill.,Missouri Valley,28-24-0,7-8-0,9-8-0,12-8-0,0-0-0
116,Kennesaw St.,Atlantic Sun,24-29-0,5-12-0,4-6-0,15-11-0,0-0-0
117,Creighton,Big East,29-24-0,5-13-0,15-5-0,9-6-0,0-0-0
118,Central Mich.,Mid-American,34-22-0,9-11-0,18-7-0,7-4-0,0-0-0
119,St. John's (NY),Big East,28-23-0,10-11-0,11-8-0,7-4-0,0-0-0
120,UTSA,Conference USA,24-30-0,7-11-0,1-4-0,15-15-0,1-0-0
121,Lehigh,Patriot,30-20-0,13-9-0,4-7-0,13-4-0,0-0-0
122,Iowa St.,Big 12,23-31-1,6-13-0,8-6-0,9-12-1,0-0-0
123,Bradley,Missouri Valley,27-32-0,9-17-0,12-10-0,6-5-0,0-0-0
124,Marshall,Conference USA,28-31-0,11-12-0,7-11-0,10-8-0,0-0-0
125,Central Conn. St.,Northeast,29-16-0,8-8-0,11-6-0,10-2-0,0-0-0
126,Idaho St.,Big Sky,35-20-0,10-11-0,13-5-0,12-4-0,0-0-0
127,Nevada,Mountain West,27-25-0,3-13-0,10-3-0,14-9-0,0-0-0
128,IUPUI,Summit,24-24-0,10-7-0,9-8-0,5-9-0,0-0-0
129,Buffalo,Mid-American,30-22-0,12-7-0,13-10-0,5-5-0,0-0-0
130,Akron,Mid-American,27-16-0,3-5-0,13-4-0,11-7-0,0-0-0
131,UNC Greensboro,Southern,31-26-0,9-8-0,5-2-0,17-16-0,0-0-0
132,Eastern Ky.,OVC,29-22-0,9-12-0,9-5-0,11-5-0,0-0-0
133,Northwestern St.,Southland,30-22-0,9-10-0,7-6-0,12-5-0,2-1-0
134,Texas-Arlington,Sun Belt,21-33-0,2-12-0,7-9-0,10-11-0,2-1-0
135,La.-Monroe,Sun Belt,25-27-0,4-16-0,7-3-0,14-8-0,0-0-0
136,Harvard,Ivy,28-15-1,9-7-0,10-6-0,9-2-1,0-0-0
137,Dartmouth,Ivy,31-19-0,10-9-0,9-9-0,12-1-0,0-0-0
138,Campbell,Big South,31-27-0,10-10-0,9-8-0,12-9-0,0-0-0
139,UC Davis,Big West,21-33-0,5-13-0,9-10-0,7-10-0,0-0-0
140,Missouri St.,Missouri Valley,28-27-0,12-13-0,8-4-0,8-10-0,0-0-0
141,Western Caro.,Southern,19-34-0,4-18-0,9-10-0,6-6-0,0-0-0
142,Sam Houston St.,Southland,27-27-0,7-13-0,4-6-0,11-7-0,5-1-0
143,Georgetown,Big East,26-22-0,10-8-0,8-9-0,8-5-0,0-0-0
144,Charleston So.,Big South,27-33-1,8-11-0,4-6-0,15-16-1,0-0-0
145,Grand Canyon,Western Athletic,27-21-0,11-12-0,8-7-0,8-2-0,0-0-0
146,Delaware,Colonial,23-25-0,10-8-0,5-8-0,8-9-0,0-0-0
147,Saint Louis,Atlantic 10,30-21-0,8-10-0,12-5-0,10-6-0,0-0-0
148,Maryland,Atlantic Coast,11-35-0,2-13-0,1-16-0,8-6-0,0-0-0
149,St. Mary's (CA),West Coast,23-27-0,7-10-0,8-12-0,8-5-0,0-0-0
150,Tennessee Tech,OVC,25-34-0,8-18-0,6-9-0,11-7-0,0-0-0
151,New Mexico St.,Western Athletic,31-23-0,7-10-0,9-7-0,12-6-0,3-0-0
152,Radford,Big South,22-30-0,6-16-0,5-11-0,11-3-0,0-0-0
153,Memphis,AAC,23-33-0,3-15-0,6-9-0,14-9-0,0-0-0
154,Western Ill.,Summit,19-28-1,4-15-0,12-4-0,3-9-1,0-0-0
155,Charlotte,Conference USA,20-29-0,7-13-0,0-1-0,13-15-0,0-0-0
156,Boston U.,Patriot,36-21-0,8-7-0,17-11-0,11-3-0,0-0-0
157,Delaware St.,Mid-Eastern,35-17-0,9-8-0,9-4-0,17-5-0,0-0-0
158,Drake,Missouri Valley,19-33-0,8-15-0,5-12-0,6-6-0,0-0-0
159,Northern Ill.,Mid-American,26-31-0,9-15-0,10-9-0,7-7-0,0-0-0
160,Loyola Chicago,Missouri Valley,25-31-0,6-15-0,10-9-0,9-7-0,0-0-0
161,LIU Brooklyn,Northeast,22-34-0,4-12-0,11-17-0,7-5-0,0-0-0
162,Elon,Southern,24-29-1,3-17-1,5-2-0,16-10-0,0-0-0
163,Maine,America East,18-19-0,4-10-0,8-6-0,5-3-0,1-0-0
164,UT Martin,OVC,27-27-1,11-11-0,6-10-1,10-6-0,0-0-0
165,Appalachian St.,Southern,19-32-0,9-8-0,5-15-0,5-9-0,0-0-0
166,Towson,Colonial,29-25-0,8-17-0,9-3-0,12-5-0,0-0-0
167,Southern Utah,Big Sky,23-31-0,8-16-0,6-12-0,9-2-0,0-1-0
168,Southern Miss.,Conference USA,22-31-0,6-18-0,3-2-0,13-11-0,0-0-0
169,Iona,Metro Atlantic,24-24-0,7-10-0,7-10-0,10-4-0,0-0-0
170,Marist,Metro Atlantic,27-24-0,9-17-0,5-6-0,13-1-0,0-0-0
171,Pittsburgh,Atlantic Coast,15-29-0,3-15-0,6-5-0,6-9-0,0-0-0
172,Massachusetts,Atlantic 10,16-22-1,3-9-0,4-11-0,9-2-1,0-0-0
173,Penn St.,Big Ten,14-35-0,6-10-0,5-12-0,3-13-0,0-0-0
174,Presbyterian,Big South,26-26-0,11-13-0,4-6-0,11-7-0,0-0-0
175,Binghamton,America East,22-25-0,4-11-0,6-10-0,12-4-0,0-0-0
176,Stephen F. Austin,Southland,26-27-0,7-15-0,7-9-0,10-2-0,2-1-0
177,Pacific,West Coast,20-28-0,8-5-0,3-14-0,9-9-0,0-0-0
178,Indiana St.,Missouri Valley,27-26-0,9-10-0,12-5-0,6-11-0,0-0-0
179,UC Riverside,Big West,23-31-0,5-10-0,4-6-0,14-15-0,0-0-0
180,Robert Morris,Northeast,24-25-0,10-9-0,10-7-0,4-9-0,0-0-0
181,Saint Joseph's,Atlantic 10,22-20-0,4-10-0,9-9-0,9-1-0,0-0-0
182,Weber St.,Big Sky,22-25-0,5-8-0,14-7-0,3-10-0,0-0-0
183,Indiana,Big Ten,17-39-1,2-18-0,5-10-1,10-11-0,0-0-0
184,New Mexico,Mountain West,16-36-0,3-14-0,1-12-0,12-10-0,0-0-0
185,UTEP,Conference USA,17-34-0,5-17-0,1-10-0,8-7-0,3-0-0
186,Fairleigh Dickinson,Northeast,21-21-0,9-9-0,6-8-0,6-4-0,0-0-0
187,Sacramento St.,Big Sky,25-21-0,7-12-0,7-6-0,11-3-0,0-0-0
188,George Mason,Atlantic 10,22-21-0,6-9-0,0-1-0,16-11-0,0-0-0
189,Cleveland St.,Horizon,24-20-0,4-9-0,7-8-0,13-3-0,0-0-0
190,Drexel,Colonial,17-27-0,3-14-0,5-6-0,9-7-0,0-0-0
191,Saint Francis (PA),Northeast,26-23-0,8-12-0,14-4-0,4-7-0,0-0-0
192,Hampton,Mid-Eastern,29-20-0,7-8-0,5-8-0,17-4-0,0-0-0
193,Fairfield,Metro Atlantic,20-22-0,8-7-0,2-9-0,10-6-0,0-0-0
194,Utah St.,Mountain West,18-37-0,5-20-0,8-8-0,5-9-0,0-0-0
195,Youngstown St.,Horizon,30-24-0,11-9-0,8-7-0,11-8-0,0-0-0
196,Central Ark.,Southland,25-34-0,2-15-0,6-9-0,15-9-0,2-1-0
197,Valparaiso,Horizon,24-34-0,6-15-0,8-15-0,10-4-0,0-0-0
198,Bethune-Cookman,Mid-Eastern,25-31-0,7-9-0,8-17-0,10-5-0,0-0-0
199,Michigan St.,Big Ten,12-37-0,5-18-0,6-10-0,1-9-0,0-0-0
200,Monmouth,Metro Atlantic,22-21-0,9-10-0,5-8-0,8-3-0,0-0-0
201,Army,Patriot,23-28-0,8-9-0,6-12-0,9-7-0,0-0-0
202,East Tenn. St.,Atlantic Sun,20-32-0,4-13-0,2-3-0,14-16-0,0-0-0
203,Evansville,Missouri Valley,19-32-0,4-13-0,5-4-0,10-15-0,0-0-0
204,Louisiana Tech,Conference USA,19-33-0,7-15-0,5-5-0,7-13-0,0-0-0
205,UNC Wilmington,Colonial,18-34-0,3-14-0,2-2-0,13-18-0,0-0-0
206,Virginia,Atlantic Coast,8-43-0,0-19-0,2-8-0,6-16-0,0-0-0
207,UConn,AAC,13-38-0,1-17-0,5-13-0,7-8-0,0-0-0
208,Butler,Big East,24-28-0,12-9-0,6-11-0,6-8-0,0-0-0
209,Miami (OH),Mid-American,22-28-0,5-8-0,7-11-0,10-9-0,0-0-0
210,Houston Baptist,Southland,22-28-0,7-13-0,3-8-0,10-6-0,2-1-0
211,Western Mich.,Mid-American,17-34-0,7-10-0,8-18-0,2-6-0,0-0-0
212,Lamar,Southland,20-30-0,4-18-0,3-4-0,11-7-0,2-1-0
213,Florida A&M,Mid-Eastern,24-29-0,5-8-0,12-13-0,7-8-0,0-0-0
214,Dayton,Atlantic 10,27-29-0,9-10-0,7-11-0,11-8-0,0-0-0
215,Nicholls St.,Southland,19-34-0,6-13-0,5-12-0,6-8-0,2-1-0
216,Wright St.,Horizon,19-32-0,7-17-0,2-9-0,10-6-0,0-0-0
217,A&M-Corpus Christi,Southland,16-36-0,8-12-0,3-12-0,5-9-0,0-3-0
218,Bowling Green,Mid-American,23-28-1,7-14-0,7-9-1,9-5-0,0-0-0
219,Penn,Ivy,19-22-1,4-11-1,4-5-0,11-6-0,0-0-0
219,Columbia,Ivy,22-22-0,6-12-0,1-4-0,15-6-0,0-0-0
221,Loyola Marymount,West Coast,20-27-0,1-10-0,7-6-0,12-11-0,0-0-0
222,Seton Hall,Big East,15-34-0,4-14-0,5-16-0,6-4-0,0-0-0
223,George Washington,Atlantic 10,18-31-1,4-12-0,0-9-0,14-10-1,0-0-0
224,Cornell,Ivy,18-26-0,12-14-0,4-5-0,2-7-0,0-0-0
225,Northern Colo.,Big Sky,20-34-0,10-13-0,3-17-0,6-4-0,1-0-0
226,Austin Peay,OVC,20-32-0,6-15-0,3-6-0,9-11-0,2-0-0
227,Mt. St. Mary's,Northeast,19-24-1,4-14-1,7-5-0,8-5-0,0-0-0
228,Utah Valley,Western Athletic,18-42-0,5-16-0,11-14-0,2-12-0,0-0-0
229,Tennessee St.,OVC,18-38-0,5-16-0,5-5-0,8-17-0,0-0-0
230,Gardner-Webb,Big South,16-36-0,5-14-0,3-8-0,8-14-0,0-0-0
231,Temple,AAC,15-30-0,6-14-0,7-11-0,2-5-0,0-0-0
232,UMBC,America East,31-22-0,12-9-0,8-2-0,11-11-0,0-0-0
233,Bucknell,Patriot,23-26-0,7-8-0,8-12-0,8-6-0,0-0-0
234,Toledo,Mid-American,19-34-0,6-16-0,8-15-0,5-3-0,0-0-0
235,Eastern Mich.,Mid-American,13-37-0,6-16-0,6-14-0,1-7-0,0-0-0
236,La Salle,Atlantic 10,18-24-0,7-8-0,4-10-0,7-6-0,0-0-0
237,Jackson St.,Southwestern,28-29-0,7-7-0,10-13-0,10-8-0,1-1-0
238,Villanova,Big East,18-34-0,6-10-0,6-11-0,6-13-0,0-0-0
239,Canisius,Metro Atlantic,18-30-0,8-13-0,4-9-0,6-8-0,0-0-0
240,Princeton,Ivy,17-26-0,11-7-0,1-9-0,5-10-0,0-0-0
241,Wagner,Northeast,21-24-0,7-13-0,6-8-0,8-3-0,0-0-0
242,Manhattan,Metro Atlantic,26-29-0,5-13-0,4-9-0,17-7-0,0-0-0
243,Southeastern La.,Southland,19-29-0,4-15-0,1-3-0,11-11-0,3-0-0
244,Siena,Metro Atlantic,29-26-0,11-11-0,8-10-0,10-5-0,0-0-0
245,Colgate,Patriot,13-30-0,8-13-0,3-7-0,2-10-0,0-0-0
246,Bakersfield,Western Athletic,15-40-1,3-18-0,6-12-0,6-10-1,0-0-0
247,Niagara,Metro Atlantic,18-30-0,6-18-0,6-8-0,6-4-0,0-0-0
248,UMKC,Western Athletic,20-36-0,4-13-0,7-12-0,9-11-0,0-0-0
249,Seattle,Western Athletic,18-34-0,4-12-0,7-15-0,6-7-0,1-0-0
250,Texas Southern,Southwestern,31-20-0,7-6-0,10-8-0,7-1-0,7-5-0
251,Santa Clara,West Coast,10-34-0,5-11-0,3-6-0,2-17-0,0-0-0
252,Morehead St.,OVC,15-36-1,4-21-1,2-7-0,9-8-0,0-0-0
253,Ill.-Chicago,Horizon,16-28-0,4-12-0,6-12-0,6-4-0,0-0-0
254,Middle Tenn.,Conference USA,10-45-0,4-17-0,4-15-0,2-13-0,0-0-0
255,UMass Lowell,America East,13-36-0,6-17-0,1-9-0,6-10-0,0-0-0
256,Oakland,Horizon,16-23-0,3-12-0,7-5-0,4-6-0,2-0-0
257,Liberty,Big South,11-46-0,2-21-0,3-12-0,6-13-0,0-0-0
258,South Dakota St.,Summit,11-36-0,4-14-0,4-12-0,1-10-0,2-0-0
259,Norfolk St.,Mid-Eastern,20-26-0,3-6-0,2-8-0,15-12-0,0-0-0
260,Providence,Big East,6-29-0,2-10-0,0-11-0,4-8-0,0-0-0
261,Northern Ky.,Atlantic Sun,5-45-0,1-21-0,1-5-0,3-19-0,0-0-0
262,Savannah St.,Mid-Eastern,25-21-0,6-5-0,5-10-0,7-4-0,7-2-0
263,Portland St.,Big Sky,8-36-0,1-15-0,3-15-0,4-6-0,0-0-0
264,Holy Cross,Patriot,12-26-0,5-14-0,0-3-0,7-9-0,0-0-0
265,Sacred Heart,Northeast,12-30-0,1-19-0,7-3-0,4-8-0,0-0-0
266,Belmont,OVC,13-36-0,5-15-0,3-5-0,5-16-0,0-0-0
267,St. Bonaventure,Atlantic 10,7-33-0,0-16-0,3-10-0,4-7-0,0-0-0
268,Hartford,America East,8-30-0,4-16-0,0-5-0,4-9-0,0-0-0
269,Southeast Mo. St.,OVC,11-34-0,2-15-0,4-4-0,2-14-0,3-1-0
270,Rhode Island,Atlantic 10,13-32-1,5-19-1,1-6-0,6-6-0,1-1-0
271,Mississippi Val.,Southwestern,14-35-0,3-13-0,6-15-0,4-3-0,1-4-0
272,Quinnipiac,Metro Atlantic,11-36-0,5-9-0,2-17-0,4-10-0,0-0-0
273,Lafayette,Patriot,10-32-0,5-15-0,1-6-0,4-11-0,0-0-0
274,Yale,Ivy,8-33-0,2-14-0,3-10-0,3-9-0,0-0-0
275,Detroit,Horizon,7-42-0,4-19-0,2-8-0,0-14-0,1-1-0
276,N.C. A&T,Mid-Eastern,16-28-0,5-12-0,4-6-0,7-10-0,0-0-0
277,Alabama St.,Southwestern,17-25-0,3-6-0,5-12-0,8-7-0,1-0-0
278,North Dakota,Big Sky,6-39-0,3-24-0,1-9-0,2-6-0,0-0-0
279,Coppin St.,Mid-Eastern,13-27-0,3-15-0,1-5-0,6-6-0,3-1-0
280,Morgan St.,Mid-Eastern,8-21-0,1-13-0,2-2-0,4-4-0,1-2-0
281,N.C. Central,Mid-Eastern,9-35-0,4-23-0,0-8-0,5-4-0,0-0-0
282,Saint Peter's,Metro Atlantic,10-42-0,2-17-0,3-14-0,5-11-0,0-0-0
283,South Carolina St.,Mid-Eastern,10-28-0,0-13-0,1-0-0,6-9-0,3-6-0
284,Southern U.,Southwestern,11-37-0,2-18-0,2-11-0,5-8-0,2-0-0
285,Brown,Ivy,4-34-0,2-16-0,1-8-0,1-10-0,0-0-0
286,UMES,Mid-Eastern,7-40-0,0-23-0,2-7-0,5-10-0,0-0-0
287,Rider,Metro Atlantic,6-41-0,2-21-0,1-4-0,3-16-0,0-0-0
288,Howard,Mid-Eastern,4-37-0,2-19-0,0-12-0,2-6-0,0-0-0
289,Alabama A&M,Southwestern,11-33-0,2-5-0,4-16-0,0-9-0,5-3-0
290,Ark.-Pine Bluff,Southwestern,9-37-0,0-20-0,5-7-0,3-5-0,1-5-0
291,Grambling,Southwestern,11-24-0,2-6-0,3-10-0,1-6-0,5-2-0
292,Prairie View,Southwestern,13-29-0,2-5-0,4-8-0,3-5-0,4-11-0
293,Alcorn,Southwestern,8-39-0,1-16-0,2-8-0,4-4-0,1-11-0
